ID,source,source_language,target,target_language,x-context-pre,x-context-post
910,Modeled teams to handle small daily workflows or large-scale projects.,en,Equipos creados para gestionar flujos de trabajo de pequeños proyectos a diario o proyectos de gran envergadura.,es,<seg><bpt i='1' type='bold'>{}</bpt>Great Flexibility<ept i='1'>{}</ept></seg>,<seg><bpt i='1' type='bold'>{}</bpt>High Reliability<ept i='1'>{}</ept></seg>
911,<bpt i='1' type='bold'>{}</bpt>High Reliability<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Alta fiabilidad<ept i='1'>{}</ept>,es,<seg>Modeled teams to handle small daily workflows or large-scale projects.</seg>,<seg>Our processes are endorsed by the ISO 17100 and ISO 9001 certifications.</seg>
912,Our processes are endorsed by the ISO 17100 and ISO 9001 certifications.,en,Nuestros procesos están avalados por las certificaciones ISO 17100 e ISO 9001.,es,<seg><bpt i='1' type='bold'>{}</bpt>High Reliability<ept i='1'>{}</ept></seg>,<seg><bpt i='1' type='bold'>{}</bpt>Team<ept i='1'>{}</ept></seg>
913,<bpt i='1' type='bold'>{}</bpt>Team<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Equipo<ept i='1'>{}</ept>,es,<seg>Our processes are endorsed by the ISO 17100 and ISO 9001 certifications.</seg>,<seg>+50 in-house</seg>
914,+50 in-house,en,Más de 50 profesionales a tiempo completo,es,<seg><bpt i='1' type='bold'>{}</bpt>Team<ept i='1'>{}</ept></seg>,<seg>+2000 external collaborators</seg>
915,+2000 external collaborators,en,Más de 2000 profesionales y colaboradores especializados,es,<seg>+50 in-house</seg>,<seg><bpt i='1' type='bold'>{}</bpt>EXPANDED SERVICES<ept i='1'>{}</ept></seg>
916,<bpt i='1' type='bold'>{}</bpt>Quality<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Calidad<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt>EXPANDED SERVICES<ept i='1'>{}</ept></seg>,<seg>¡DISC is certified with <bpt i='1' type='bold'>{}</bpt>ISO 9001 <ept i='1'>{}</ept>and <bpt i='2' type='bold'>{}</bpt>ISO 17100 <ept i='2'>{}</ept>for Quality Management in Language services and Web development and <bpt i='3' type='bold'>{}</bpt>ISO 27001 <ept i='3'>{}</ept>for Information security management systems.</seg>
917,¡DISC is certified with <bpt i='1' type='bold'>{}</bpt>ISO 9001 <ept i='1'>{}</ept>and <bpt i='2' type='bold'>{}</bpt>ISO 17100 <ept i='2'>{}</ept>for Quality Management in Language services and Web development and <bpt i='3' type='bold'>{}</bpt>ISO 27001 <ept i='3'>{}</ept>for Information security management systems.,en,"iDISC cuenta con las certificaciones <bpt i='1' type='bold'>{}</bpt>ISO 9001<ept i='1'>{}</ept> e <bpt i='2' type='bold'>{}</bpt>ISO 17100<ept i='2'>{}</ept> para la gestión de la calidad en servicios lingüísticos y desarrollo de aplicaciones web, además de la certificación <bpt i='3' type='bold'>{}</bpt>ISO 27001<ept i='3'>{}</ept> para los sistemas de gestión de la seguridad de la información.",es,<seg><bpt i='1' type='bold'>{}</bpt>Quality<ept i='1'>{}</ept></seg>,<seg>Our self-tailored workflow management portal ensures an optimized and traceable control of all our client’s projects.</seg>
918,Our self-tailored workflow management portal ensures an optimized and traceable control of all our client’s projects.,en,"Nuestro portal de gestión de flujos de trabajo, adaptado a las necesidades del sector, garantiza un control optimizado y rastreable de todos los proyectos de nuestros clientes.",es,<seg>¡DISC is certified with <bpt i='1' type='bold'>{}</bpt>ISO 9001 <ept i='1'>{}</ept>and <bpt i='2' type='bold'>{}</bpt>ISO 17100 <ept i='2'>{}</ept>for Quality Management in Language services and Web development and <bpt i='3' type='bold'>{}</bpt>ISO 27001 <ept i='3'>{}</ept>for Information security management systems.</seg>,"<seg>This collaboration platform, built and updated from experience, has become a powerful production tool which integrates files, instructions, management and administration processes and people: everything and everyone in a unique, web-based interface which streamlines efforts and helps to improve quality.</seg>"
919,"This collaboration platform, built and updated from experience, has become a powerful production tool which integrates files, instructions, management and administration processes and people: everything and everyone in a unique, web-based interface which streamlines efforts and helps to improve quality.",en,"Esta plataforma colaborativa, cuyo diseño y actualización responden a nuestra experiencia, se ha convertido en una poderosa herramienta de producción que agrupa archivos, instrucciones, procesos de gestión y administración, y personas: todos los contenidos y todas las personas en una sola interfaz web que optimiza el trabajo y ayuda a mejorar la calidad.",es,<seg>Our self-tailored workflow management portal ensures an optimized and traceable control of all our client’s projects.</seg>,"<seg>At iDISC we use all CAT (Computer Assisted Translation) tools on the market, combined with efficient cutting-edge solutions to achieve timely and best quality translations at competitive prices.</seg>"
920,"At iDISC we use all CAT (Computer Assisted Translation) tools on the market, combined with efficient cutting-edge solutions to achieve timely and best quality translations at competitive prices.",en,"En iDISC utilizamos todas las herramientas CAT (siglas en inglés de traducción asistida por ordenador) disponibles en el mercado y las combinamos con soluciones eficaces y punteras para lograr traducciones dentro del plazo, de la más alta calidad y a costes competitivos.",es,"<seg>This collaboration platform, built and updated from experience, has become a powerful production tool which integrates files, instructions, management and administration processes and people: everything and everyone in a unique, web-based interface which streamlines efforts and helps to improve quality.</seg>",<seg><bpt i='1' type='bold'>{}</bpt>EXPANDED SERVICES<ept i='1'>{}</ept></seg>
921,<bpt i='1' type='bold'>{}</bpt>Offices worldwide<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Oficinas en el mundo<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt>EXPANDED SERVICES<ept i='1'>{}</ept></seg>,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2'>&lt;rpr id=&quot;1&quot;&gt;</bpt>EXPANDED <ept i='2'>&lt;/rpr id=&quot;1&quot; transform=&quot;close&quot;&gt;</ept><bpt i='3'>&lt;rpr id=&quot;2&quot;&gt;</bpt>SERVICES<ept i='1'>{}</ept><ept i='3'>&lt;/rpr id=&quot;2&quot; transform=&quot;close&quot;&gt;</ept></seg>
922,<bpt i='1' type='bold'>{}</bpt>Contact details<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Información de contacto<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2'>&lt;rpr id=&quot;1&quot;&gt;</bpt>EXPANDED <ept i='2'>&lt;/rpr id=&quot;1&quot; transform=&quot;close&quot;&gt;</ept><bpt i='3'>&lt;rpr id=&quot;2&quot;&gt;</bpt>SERVICES<ept i='1'>{}</ept><ept i='3'>&lt;/rpr id=&quot;2&quot; transform=&quot;close&quot;&gt;</ept></seg>,<seg><bpt i='1' type='bold'>{}</bpt>Barcelona<ept i='1'>{}</ept></seg>
923,<bpt i='1' type='bold'>{}</bpt>Barcelona<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Barcelona<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt>Contact details<ept i='1'>{}</ept></seg>,"<seg>Passeig del Progrès, 96</seg>"
924,"Passeig del Progrès, 96",en,"Passeig del Progrès, 96",es,<seg><bpt i='1' type='bold'>{}</bpt>Barcelona<ept i='1'>{}</ept></seg>,<seg>08640 Olesa de Montserrat</seg>
925,08640 Olesa de Montserrat,en,"08640, Olesa de Montserrat",es,"<seg>Passeig del Progrès, 96</seg>",<seg>Barcelona - España</seg>
926,Barcelona - España,en,Barcelona (España),es,<seg>08640 Olesa de Montserrat</seg>,<seg>Tel: (+34) 93 778 73 00</seg>
927,Tel: (+34) 93 778 73 00,en,Tel.: (+34) 93 778 73 00,es,<seg>Barcelona - España</seg>,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2'>&lt;hlnk id=&quot;rId18&quot; history=&quot;1&quot; fileName=&quot;document.xml&quot; href=&quot;&quot;&gt;</bpt><bpt i='3'>&lt;rpr id=&quot;7&quot;&gt;</bpt>contact@idisc.com<ept i='1'>{}</ept><ept i='3'>&lt;/rpr id=&quot;7&quot; transform=&quot;close&quot;&gt;</ept><bpt i='4' type='bold'>{}</bpt><ept i='2'>&lt;/hlnk&gt;</ept><ept i='4'>{}</ept></seg>
928,<bpt i='1'><hlnk id=&quot;rId18&quot; history=&quot;1&quot; fileName=&quot;document.xml&quot; href=&quot;&quot;></bpt><bpt i='2'><rpr id=&quot;7&quot;></bpt><bpt i='3' type='bold'>{}</bpt>contact@idisc.com<ept i='3'>{}</ept><ept i='2'></rpr id=&quot;7&quot; transform=&quot;close&quot;></ept><ept i='1'></hlnk></ept>,en,<bpt i='1'><hlnk id=&quot;rId18&quot; history=&quot;1&quot; fileName=&quot;document.xml&quot; href=&quot;&quot;></bpt><bpt i='2'><rpr id=&quot;7&quot;></bpt><bpt i='3' type='bold'>{}</bpt>contact@idisc.com<ept i='3'>{}</ept><ept i='2'></rpr id=&quot;7&quot; transform=&quot;close&quot;></ept><ept i='1'></hlnk></ept>,es,<seg>Tel: (+34) 93 778 73 00</seg>,<seg>mailto:contact@idisc.com</seg>
929,mailto:contact@idisc.com,en,mailto:contact@idisc.com,es,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2'>&lt;hlnk id=&quot;rId18&quot; history=&quot;1&quot; fileName=&quot;document.xml&quot; href=&quot;&quot;&gt;</bpt><bpt i='3'>&lt;rpr id=&quot;7&quot;&gt;</bpt>contact@idisc.com<ept i='1'>{}</ept><ept i='3'>&lt;/rpr id=&quot;7&quot; transform=&quot;close&quot;&gt;</ept><bpt i='4' type='bold'>{}</bpt><ept i='2'>&lt;/hlnk&gt;</ept><ept i='4'>{}</ept></seg>,<seg><bpt i='1' type='bold'>{}</bpt>Miami<ept i='1'>{}</ept></seg>
930,<bpt i='1' type='bold'>{}</bpt>Miami<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Miami<ept i='1'>{}</ept>,es,<seg>mailto:contact@idisc.com</seg>,"<seg>80 S.W. 8th Street, Suite 2000</seg>"
931,"80 S.W. 8th Street, Suite 2000",en,"80 S.W. 8th Street, Suite 2000",es,<seg><bpt i='1' type='bold'>{}</bpt>Miami<ept i='1'>{}</ept></seg>,<seg>33130 - Miami</seg>
932,33130 - Miami,en,33130 - Miami,es,"<seg>80 S.W. 8th Street, Suite 2000</seg>",<seg>Florida - USA</seg>
933,Florida - USA,en,Florida (USA),es,<seg>33130 - Miami</seg>,<seg>Tel: (+1) (305) 481-9549</seg>
934,Tel: (+1) (305) 481-9549,en,Tel.: (+1) (305) 481-9549,es,<seg>Florida - USA</seg>,<seg><bpt i='1' type='bold'>{}</bpt>Xalapa<ept i='1'>{}</ept></seg>
935,<bpt i='1' type='bold'>{}</bpt>Xalapa<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Xalapa<ept i='1'>{}</ept>,es,<seg>Tel: (+1) (305) 481-9549</seg>,"<seg>Papantla, 10</seg>"
936,"Papantla, 10",en,"Azcárate, 60",es,<seg><bpt i='1' type='bold'>{}</bpt>Xalapa<ept i='1'>{}</ept></seg>,<seg>Colonia Unidad Veracruzana</seg>
937,Colonia Unidad Veracruzana,en,Centro,es,"<seg>Papantla, 10</seg>",<seg>91030 Xalapa</seg>
938,91030 Xalapa,en,91000 Xalapa,es,<seg>Colonia Unidad Veracruzana</seg>,<seg>Veracruz - México</seg>
939,Veracruz - México,en,Veracruz (México),es,<seg>91030 Xalapa</seg>,<seg>Tel: (+52) (55) 4163 9062</seg>
940,Tel: (+52) (55) 4163 9062,en,Tel.: (+52) (55) 4163 9062,es,<seg>Veracruz - México</seg>,<seg><bpt i='1' type='bold'>{}</bpt>Porto Alegre<ept i='1'>{}</ept></seg>
941,<bpt i='1' type='bold'>{}</bpt>Porto Alegre<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Porto Alegre<ept i='1'>{}</ept>,es,<seg>Tel: (+52) (55) 4163 9062</seg>,"<seg>Rua Mostardeiro, 777, 15° andar, sala 1537 - Independência</seg>"
942,"Rua Mostardeiro, 777, 15° andar, sala 1537 - Independência",en,"Rua Mostardeiro, 777, 15° andar, sala 1537 - Independência",es,<seg><bpt i='1' type='bold'>{}</bpt>Porto Alegre<ept i='1'>{}</ept></seg>,<seg>90430-091 Porto Alegre</seg>
943,90430-091 Porto Alegre,en,90430-091 Porto Alegre,es,"<seg>Rua Mostardeiro, 777, 15° andar, sala 1537 - Independência</seg>",<seg>Rio Grande do Sul - Brasil</seg>
944,Rio Grande do Sul - Brasil,en,Rio Grande do Sul (Brasil),es,<seg>90430-091 Porto Alegre</seg>,<seg>Tel: (+55) (51) 3500 1769</seg>
945,Tel: (+55) (51) 3500 1769,en,Tel.: (+55) (51) 3500 1769,es,<seg>Rio Grande do Sul - Brasil</seg>,
946,STAFFING,en,STAFFING,es,<seg><bpt i='1' type='bold'>{}</bpt>Our services<ept i='1'>{}</ept></seg>,<seg><bpt i='1' type='italic'>{}</bpt>Staffing<ept i='1'>{}</ept> is the process of finding the right worker with appropriate qualifications or experience and recruiting them to fill a job position or role.</seg>
