id,source,target
document.mqxliff_2074,Install the exhaust gas recirculation valve.,Instale la válvula de recirculación de los gases de escape.
document.mqxliff_2075,CHECK BODY CONDITION FOR DAMAGE,COMPROBACIÓN DEL ESTADO DE LA CARROCERÍA
document.mqxliff_2076,Check underbody coating for damage.,Compruebe el estado del imprimador de los bajos del vehículo.
document.mqxliff_2077,Check body painting for damage.,Compruebe el estado de la pintura de la carrocería.
document.mqxliff_2078,CHECK THE COMMON RAIL ENGINE (SMALL INJECTION QUANTITY LEARNING),"COMPROBACIÓN DEL MOTOR ""COMMON RAIL"" (CONDUCTO COMÚN) (APRENDIZAJE DE CANTIDAD DE INYECCIÓN PEQUEÑA)"
document.mqxliff_2079,SMALL INJECTION QUANTITY LEARNING PROCEDURE,PROCEDIMIENTO DE APRENDIZAJE DE CANTIDAD DE INYECCIÓN PEQUEÑA
document.mqxliff_2080,<Diesel>,<Diésel>
document.mqxliff_2081,caution,precaución
document.mqxliff_2082,"If injector quantity compensation has not been executed, the engine warning lamp blinks.","Si no se ha ejecutado la compensación de la cantidad de inyector, el testigo del motor parpadea."
document.mqxliff_2083,"When the requirements for learning are satisfied by operation after replacement of the engine-ECU, learning is automatically executed even if no instruction is given from the M.U.T.-III.","Si se cumplen los requisitos de aprendizaje después de cambiar la ECU del motor, el aprendizaje se ejecuta automáticamente incluso si no se proporciona ninguna instrucción desde el M.U.T.-III. Consecuentemente, el indicador de avería se apaga."
document.mqxliff_2084,"Accordingly, the malfunction indicator lamp goes off.","Como consecuencia, el testigo de avería se apaga."
document.mqxliff_2085,"However, the learning thus executed is tentative and limited.","Sin embargo, el aprendizaje ejecutado de este modo es provisional y limitado."
document.mqxliff_2086,Be sure to complete leaning using the M.U.T.-III.,Asegúrese de completar el aprendizaje con el M.U.T.-III.
document.mqxliff_2087,PURPOSE,OBJETIVO
document.mqxliff_2088,"To keep emission and noise level at adequate levels, the engine-ECU must learn injector fuel injection in idle mode.","Para mantener las emisiones y el nivel de ruido a un nivel adecuado, la ECU del motor debe aprender la inyección del inyector de combustible al ralentí."
document.mqxliff_2089,"During learning, the engine-ECU calculates actual injection from each cylinder based on changes in engine speeds and corrects pilot injection control.","Durante el aprendizaje, la ECU del motor calcula la inyección real de cada cilindro en función de los cambios en la velocidad de motor, y corrige el control de inyección del piloto."
document.mqxliff_2090,It then keeps records of this amount of correction as a learned value.,"A continuación, guarda el registro de la cantidad de corrección como valor aprendido."
document.mqxliff_2091,"For this reason, after the engine-ECU or injector is replaced, learning must be executed using the M.U.T.-III.","Por este motivo, después de cambiar la ECU del motor o el inyector, hay que ejecutar el aprendizaje con el M.U.T.-III."
document.mqxliff_2092,note,nota
document.mqxliff_2093,Engine friction changes or injector deterioration over time may cause fluctuation in pilot injection.,"Los cambios en la fricción del motor o el deterioro del inyector con el tiempo, puede provocar fluctuación en la inyección del piloto."
document.mqxliff_2094,"After use over time, it may prevent injection of an accurate amount of fuel according to the indication by the engine-ECU.","Después del uso, con el tiempo, puede evitar la inyección de una cantidad exacta de combustible según la indicación de la ECU del motor."
document.mqxliff_2095,This is why learning must be executed again periodically.,"Por eso, debe ejecutarse el aprendizaje periódicamente."
document.mqxliff_2096,"For this reason, the engine-ECU periodically learns injection according to the cumulative mileage.","Por este motivo, la ECU del motor aprende periódicamente la inyección de acuerdo con el kilometraje acumulado."
document.mqxliff_2097,Note that making the M.U.T.-III learn again resets the cumulative mileage.,No olvide que un nuevo aprendizaje del M.U.T.-III reinicia el kilometraje acumulado.
document.mqxliff_2098,note,nota
document.mqxliff_2099,The engine sound may change or idling engine speeds may increase during injection learning.,El ruido del motor puede cambiar o la velocidad de ralentí del motor puede aumentar durante el aprendizaje de la inyección.
document.mqxliff_2100,These are not abnormalities.,Esto no son fallos.
document.mqxliff_2101,LEARNING PROCEDURE,PROCEDIMIENTO DE APRENDIZAJE
document.mqxliff_2102,<4N15>,<4N15>
document.mqxliff_2103,caution,precaución
document.mqxliff_2104,"To prevent damage to M.U.T.-III, always turn the ignition switch to the ""LOCK"" (OFF) position <except vehicles with KOS> (or put the power supply mode is OFF <vehicles with KOS>) before connecting or disconnecting M.U.T.-III.","Antes de conectar o desconectar el M.U.T.-III, coloque siempre el interruptor de encendido en la posición ""LOCK"" (OFF) <excepto vehículos con KOS> (o coloque el modo de alimentación en OFF <vehículos con KOS>) para evitar que se dañe el M.U.T.-III."
document.mqxliff_2105,"After the ignition switch is in the ""LOCK"" (OFF) position <except vehicles with KOS> (or put the power supply mode is OFF <vehicles with KOS>), connect the M.U.T.-III to the diagnosis connector.","Tras colocar el interruptor de encendido en la posición ""LOCK"" (OFF) <excepto vehículos con KOS> (o colocar el modo de alimentación en OFF <vehículos con KOS>), conecte el M.U.T.-III al conector de diagnóstico."
document.mqxliff_2106,Put the vehicle in the following idling stable conditions:,Ponga el vehículo en las siguientes condiciones estables de ralentí:
document.mqxliff_2107,Engine coolant temperature:,Temperatura del refrigerante del motor:
document.mqxliff_2108,76 - 100°C,76 - 100 °C
document.mqxliff_2109,Fuel temperature:,Temperatura del combustible:
document.mqxliff_2110,30 - 100°C,30 - 100 °C
document.mqxliff_2111,Intake air temperature:,Temperatura del aire de admisión:
document.mqxliff_2112,-30 to 100°C,De -30 a 100 °C
document.mqxliff_2113,Barometric pressure:,Presión barométrica:
document.mqxliff_2114,70 kPa or more,70 kPa o más
document.mqxliff_2115,"Lamps, radiator fan and all accessories:","Luces, ventilador del radiador y todos los accesorios:"
document.mqxliff_2116,OFF,OFF
document.mqxliff_2117,Transmission:,Transmisión:
document.mqxliff_2118,Neutral,Punto muerto
document.mqxliff_2119,Power steering:,Servodirección:
document.mqxliff_2120,Static state,estado estático
document.mqxliff_2121,"Select ""MPI/GDI/DIESEL"" from System select Screen of the M.U.T.-III.","Seleccione ""MPI/GDI/DIESEL"" en la pantalla de selección del sistema del M.U.T.-III."
document.mqxliff_2122,"Select ""Special Function"" from MPI/GDI/DIESEL Screen.","Seleccione ""Special Function"" (Función especial) en la pantalla MPI/GDI/DIESEL."
document.mqxliff_2123,"Select ""Learning"" from Special Function Screen.","Seleccione ""Learning"" (Aprendizaje) en la pantalla Special Function (Función especial)."
document.mqxliff_2124,"Select Item No. 1 ""Small Injection qt. Learning"" from the Learning Screen to execute learning.","Seleccione el punto n.° 1, ""Small Injection qt. Learning"" (Aprendizaje de cantidad de inyección pequeña), en la pantalla Learning Screen (Pantalla de aprendizaje) para llevar a cabo el aprendizaje."
document.mqxliff_2125,caution,precaución
document.mqxliff_2126,"If the vehicle conditions go out of the learning conditions during idling, learning is interrupted.","Si las condiciones del vehículo sobrepasan las condiciones de aprendizaje durante el ralentí, el aprendizaje se interrumpe."
document.mqxliff_2127,"To reexecute learning, the ignition switch must once be turned off.","Para volver a ejecutar el aprendizaje, el interruptor de encendido debe volver a apagarse."
document.mqxliff_2128,Continue idling for about 3 minutes before learning is completed.,Continúe al ralentí durante 3 minutos antes de completar el aprendizaje.
document.mqxliff_2129,Confirm that the engine warning lamp is off.,Confirme que el indicador del motor está apagado.
document.mqxliff_2130,"If it still blinks, reexecute learning.","Si todavía parpadea, vuelva a ejecutar el aprendizaje."
document.mqxliff_2131,LEARNING PROCEDURE,PROCEDIMIENTO DE APRENDIZAJE
document.mqxliff_2132,<4N16>,<4N16>
document.mqxliff_2133,caution,precaución
document.mqxliff_2134,"To prevent damage to M.U.T.-III, always turn the ignition switch to the ""LOCK"" (OFF) position before connecting or disconnecting M.U.T.-III.","Para evitar daños en el M.U.T.-III, sitúe siempre el interruptor de encendido en la posición ""LOCK"" (OFF) antes de conectar o desconectar el M.U.T.-III."
document.mqxliff_2135,"To prevent damage to M.U.T.-III, always turn the ignition switch to the ""LOCK"" (OFF) position before connecting or disconnecting M.U.T.-III.","Para evitar daños en el M.U.T.-III, sitúe siempre el interruptor de encendido en la posición ""LOCK"" (OFF) antes de conectar o desconectar el M.U.T.-III."
document.mqxliff_2136,"After turning the ignition switch to the ""LOCK"" (OFF) position, connect the M.U.T.-III to the diagnosis connector.","Conecte el M.U.T.-III al conector de diagnóstico tras situar el interruptor de encendido en la posición ""LOCK"" (OFF)."
document.mqxliff_2137,"Turn the ignition switch to the ""ON"" position.","Gire el interruptor de encendido a la posición ""ON""."
document.mqxliff_2138,Put the vehicle in the following idling stable conditions:,Ponga el vehículo en las siguientes condiciones estables de ralentí:
document.mqxliff_2139,Engine coolant temperature:,Temperatura del refrigerante del motor:
document.mqxliff_2140,82 - 100°C,82 - 100°C
document.mqxliff_2141,Fuel temperature:,Temperatura del combustible:
document.mqxliff_2142,0 - 90°C,0 - 90 °C
document.mqxliff_2143,Intake air temperature:,Temperatura del aire de admisión:
document.mqxliff_2144,-30 to 100°C,De -30 a 100 °C
document.mqxliff_2145,Barometric pressure:,Presión barométrica:
document.mqxliff_2146,60 kPa or more,60 kPa o más
document.mqxliff_2147,A/T fluid temperature:,Temperatura del líquido de la A/T:
document.mqxliff_2148,40°C or more,40°C o más
document.mqxliff_2149,"Lamps, radiator fan and all accessories:","Luces, ventilador del radiador y todos los accesorios:"
document.mqxliff_2150,OFF,OFF
document.mqxliff_2151,Transmission:,Transmisión:
document.mqxliff_2152,"""P"" range",Intervalo P
document.mqxliff_2153,Power steering:,Servodirección:
document.mqxliff_2154,Static state,estado estático
document.mqxliff_2155,"Select ""MPI/GDI/DIESEL"" from System select screen of the M.U.T.-III.","Seleccione ""MPI/GDI/DIESEL"" en la pantalla System Select (Selección de sistema) del M.U.T.-III."
document.mqxliff_2156,"Select ""Special Function"" from MPI/GDI/DIESEL screen.","Seleccione ""Special Function"" (Función especial) en la pantalla MPI/GDI/DIESEL (MPI/GDI/DIÉSEL)."
document.mqxliff_2157,"Select ""Adjustment"" from Special Function screen.","Seleccione ""Ajuste"" en la pantalla Special Function (Función especial)."
